Topic,Mas,Ecs_1,Ecs_2,Ecs_3,Snp,Cnf_1,Cnf_2,Cnf_3,Cnf_4,Sub,Sen,Slc,index,Label_wp,Label_np
Celebrities & Their Influences,0.6267522276,0.6267522276,0.550589516,0,0,0,1,0,0,0.8696740382,0.583,3,6576,1,1
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.3660441032,0.396,18,6576,1,1
Celebrities & Their Influences,0.6267522276,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.40979134,0.373,26,6576,1,1
Celebrities & Their Influences,0.5874567389,0,0,0,0,0,1,0,0,0.9542880937,0.171,21,6577,1,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.9749970093,0.137,14,6577,1,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.9784450227,0.136,36,6577,1,0
Celebrities & Their Influences,0.5796192093,0.5796192093,0.5917390011,0.7206373561,0,0,1,0,0,0.3749388881,0.279,12,6578,1,0
Celebrities & Their Influences,0.5796192093,0.5796192093,0.5917390011,0.7206373561,0,0,1,0,0,0.0749968526,0.26,14,6578,1,0
Celebrities & Their Influences,0.7072248866,0,0,0,0,0,1,0,0,0.5016773309,0.13,22,6579,1,0
Celebrities & Their Influences,0.7072248866,0,0,0,0,0,1,0,0,0.5016773309,0.13,22,6579,1,0
Celebrities & Their Influences,0.7072248866,0.6267522276,0.550589516,0,0,0,1,0,0,0.0220895991,0.22,19,6580,1,1
Celebrities & Their Influences,0.7072248866,0.6267522276,0.550589516,0,0,0,1,0,0,0.0165303237,0.21,21,6580,1,1
Celebrities & Their Influences,0.6267522276,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.999931758,0,13,6581,1,0
Celebrities & Their Influences,0,0,0,0,0,0,0,0,0,0.9758260687,0.332,7,6581,1,0
Celebrities & Their Influences,0.6267522276,0.6267522276,0.550589516,0,0,0,1,0,0,0.9994964064,0,4,6581,1,0
Celebrities & Their Influences,0.5917390011,0.6966165462,0.639835894,0.7491448976,0,0,0,0,0,0.9674566351,0,8,6581,1,0
Celebrities & Their Influences,0.6267522276,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.999998265,0.115,23,6581,1,0
Celebrities & Their Influences,0.5874567389,0,0,0,0,0,1,0,0,0.8372998024,0.479,15,6582,1,0
Celebrities & Their Influences,0,0,0,0,0,0,0,0,0,0.9008657116,0.265,8,6582,1,0
Celebrities & Their Influences,0.5874567389,0,0,0,0,0,1,0,0,0.8144339833,0.373,30,6582,1,0
Celebrities & Their Influences,0,0,0,0,0,0,0,0,0,0.7176433879,0.327,9,6583,1,0
Celebrities & Their Influences,0.6406879032,0.6804912706,0.4835961597,0.6350973899,0,0,0,0,0,0.8285725359,0.219,13,6583,1,0
Celebrities & Their Influences,0,0,0,0,0,0,0,0,0,0.7574980993,0.246,27,6583,1,0
Celebrities & Their Influences,0.6814448928,0.6890068,0.6160863621,0.5532314207,0,0,1,0,0,0.9572326445,0.207,15,6584,1,1
Celebrities & Their Influences,0.7072248866,0.6267522276,0.550589516,0,0,0,1,0,0,0.4564626538,0.143,18,6584,1,1
Celebrities & Their Influences,0.6267522276,0.6267522276,0.550589516,0,0,0,1,0,0,0.9762889875,0.556,3,6584,1,1
Celebrities & Their Influences,0.7072248866,0,0,0,0,0,1,0,0,0.0758961893,0,14,6584,1,1
Celebrities & Their Influences,0.7072248866,0.6890068,0.550589516,0.5532314207,0,0,1,0,0,0.3343599442,0.169,36,6584,1,1
Celebrities & Their Influences,0.7072248866,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.8706002233,0.227,24,6585,1,1
Celebrities & Their Influences,0.7072248866,0.6966165462,0.639835894,0.7491448976,0,0,1,0,0,0.9287211859,0.211,27,6585,1,1
Celebrities & Their Influences,0.7072248866,0.641175557,0.6201898419,0.7431380276,0,0,1,1,0,0.9797042627,0.158,19,6586,1,1
Celebrities & Their Influences,0.7072248866,0.641175557,0.6201898419,0.7431380276,0,0,1,1,0,0.9797042627,0.158,19,6586,1,1
Mobile phones: faster communication vs social problems,0.632428836,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.9457444357,0.163,22,6587,0,0
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,1,0,0.3812283996,0.156,24,6587,0,0
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.9372842388,0,12,6588,0,0
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.966066088,0,14,6588,0,0
Mobile phones: faster communication vs social problems,0.4158456055,0.6783084189,0.6580883054,0,0,0,1,1,0,0.4174830632,0.382,14,6589,1,1
Mobile phones: faster communication vs social problems,0.4997047288,0.6783084189,0.6580883054,0,0,0,1,1,0,0.8610240332,0.368,19,6589,1,1
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.6417402871,0,4,6590,1,0
Mobile phones: faster communication vs social problems,0.717408005,0.717408005,0.7495726754,0.5777535059,0,0,1,0,0,0.9870020183,0.143,17,6590,1,0
Mobile phones: faster communication vs social problems,0.717408005,0.717408005,0.7495726754,0.5777535059,0,0,1,0,0,0.93575234,0.116,22,6590,1,0
Mobile phones: faster communication vs social problems,0.4083417268,0.3729173734,0.4435789787,0.4732784818,0,0,1,0,0,0.521342005,0,9,6591,1,0
Mobile phones: faster communication vs social problems,0.6258014764,0,0,0,0,0,0,0,0,0.0005115792,0.438,13,6591,1,0
Mobile phones: faster communication vs social problems,0.7205152316,0.7205152316,0.7543576766,0.5713787721,0,0,0,1,0,0.9329873118,0.161,14,6591,1,0
Mobile phones: faster communication vs social problems,0.7205152316,0.7205152316,0.7543576766,0.5713787721,0,0,1,1,0,0.00724023,0.224,44,6591,1,0
Mobile phones: faster communication vs social problems,0.749223861,0.8323275534,0.6506272146,0.7528885232,0,0,0,0,0,0.9587073144,0.286,9,6592,1,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.5291218963,0,6,6592,1,0
Mobile phones: faster communication vs social problems,0.749223861,0.8323275534,0.6506272146,0.7528885232,0,0,0,0,0,0.688130629,0.198,17,6592,1,0
Mobile phones: faster communication vs social problems,0.7088569843,0.8075042329,0.7916630578,0,0,0,1,0,0,0.9931181662,0,11,6593,1,1
Mobile phones: faster communication vs social problems,0.7088569843,0.8075042329,0.7916630578,0,0,0,1,0,0,0.9930662024,0,15,6593,1,1
Mobile phones: faster communication vs social problems,0.6665763229,0.7535844755,0.5332283919,0.5309733719,0,0,1,0,0,0.7366486859,0.25,12,6594,1,1
Mobile phones: faster communication vs social problems,0.6665763229,0.7535844755,0.5332283919,0.5309733719,0,0,1,0,0,0.6754726905,0.231,14,6594,1,1
Mobile phones: faster communication vs social problems,0.7363759598,0.7383556174,0.749223861,0.7916630578,0,0,1,0,0,0.9217122315,0.119,16,6595,1,0
Mobile phones: faster communication vs social problems,0.7038217154,0.7383556174,0.749223861,0.7916630578,0,0,1,0,0,0.881708965,0.106,19,6595,1,0
Mobile phones: faster communication vs social problems,0.5346753871,0.5261584541,0.4435789787,0.5778300518,0,0,1,0,0,0.0049729364,0.481,18,6596,1,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.7280151195,0.167,9,6596,1,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.8008791853,0,4,6596,1,0
Mobile phones: faster communication vs social problems,0.5346753871,0.5261584541,0.4435789787,0.5778300518,0,0,1,0,0,0.0008120882,0.343,37,6596,1,0
Mobile phones: faster communication vs social problems,0.5468749311,0.7129558676,0.6570865815,0.694534627,0,0,0,0,0,0.8234127687,0.342,7,6597,1,0
Mobile phones: faster communication vs social problems,0.5468749311,0.7129558676,0.6570865815,0.694534627,0,0,0,0,0,0.7762705347,0.302,9,6597,1,0
Mobile phones: faster communication vs social problems,0.6051291679,0,0,0,0,0,0,0,0,0.985527934,0,9,6598,0,0
Mobile phones: faster communication vs social problems,0.6051291679,0,0,0,0,0,0,0,0,0.9020040227,0,11,6598,0,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.9899045212,0.474,4,6599,1,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,1,0,0,0.9582250035,0.326,8,6599,1,0
Mobile phones: faster communication vs social problems,0.7105524784,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.9958649305,0.337,16,6599,1,0
Mobile phones: faster communication vs social problems,0.640043649,0.6725189063,0.4109659809,0.6173298077,0,0,1,0,0,0.9362627208,0,4,6600,1,0
Mobile phones: faster communication vs social problems,0.6760228604,0.6878998423,0,0,0,0,1,0,0,0.5818768452,0,16,6600,1,0
Mobile phones: faster communication vs social problems,0.6022545585,0.6022545585,0.5593355786,0.7780834537,0,0,1,0,0,0.3748156195,0.333,16,6600,1,0
Mobile phones: faster communication vs social problems,0.640043649,0.6725189063,0.4109659809,0.6173298077,0,0,1,0,0,0.8948680735,0,3,6600,1,0
Mobile phones: faster communication vs social problems,0.6760228604,0.6878998423,0.5593355786,0.7780834537,0,0,1,0,0,0.2535434476,0.165,38,6600,1,0
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.9756578618,0,9,6601,1,1
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.8868107758,0,11,6601,1,1
Mobile phones: faster communication vs social problems,0.6177386914,0.7515670088,0.7192675412,0.7075320545,0,0,1,0,0,0.9395159011,0,7,6602,1,1
Mobile phones: faster communication vs social problems,0.7088569843,0.8075042329,0.7916630578,0,0,0,1,0,0,0.9712902407,0.213,11,6602,1,1
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.0037148583,0,8,6602,1,1
Mobile phones: faster communication vs social problems,0.7088569843,0.8075042329,0.7916630578,0.7075320545,0,0,1,0,0,0.0831929786,0.094,31,6602,1,1
Mobile phones: faster communication vs social problems,0.6051291679,0.5786718316,0,0,0,0,0,0,0,0.9369675111,0.307,19,6603,0,0
Mobile phones: faster communication vs social problems,0,0,0,0,0,0,0,0,0,0.9943139993,0,3,6603,0,0
Mobile phones: faster communication vs social problems,0.6051291679,0,0,0,0,0,0,0,0,0.2550048848,0.36,15,6603,0,0
Mobile phones: faster communication vs social problems,0.4997047288,0.6644463486,0.6487026955,0.5369233836,0,0,0,0,0,0.9170876628,0.292,21,6603,0,0
The environment problems facing today's world are so great,0.7428480465,0.8677298387,0.7665331603,0.8791679644,0,0,1,0,0,0.29448747,0.278,9,6604,0,0
The environment problems facing today's world are so great,0.7428480465,0.8677298387,0.7665331603,0.8791679644,0.548807525,0,1,0,0,0.2369874667,0.252,11,6604,0,0
The environment problems facing today's world are so great,0.704604589,0.8758781758,0.8312939352,0.7775488411,0.7202473801,0,1,0,0,0.0029696277,0.094,28,6605,0,0
The environment problems facing today's world are so great,0.3827448132,0.8758781758,0.7396468256,0.5611910904,0.3041779563,0,1,0,0,0.901148014,0,4,6605,0,0
The environment problems facing today's world are so great,0.719992793,0.7705560382,0.8312939352,0.8012242238,0.7367542063,0,1,0,0,0.0013755819,0.115,21,6605,0,0
The environment problems facing today's world are so great,0,0,0,0,0,0,0,0,0,0.8690611279,1,1,6605,0,0
The environment problems facing today's world are so great,0.704604589,0.8758781758,0.8312939352,0.7775488411,0.7202473801,0,1,0,0,0.0029696277,0.094,28,6605,0,0
The environment problems facing today's world are so great,0.8595251987,0.8796946923,0.7823357533,0.873622173,0.686917731,0,1,0,0,0.9008210768,0,14,6606,1,1
The environment problems facing today's world are so great,0.8344774323,0,0,0,0,0,1,0,0,0.9961909137,0,9,6606,1,1
The environment problems facing today's world are so great,0.8595251987,0.8796946923,0.7823357533,0.873622173,0.686917731,0,1,0,0,0.9960838903,0,26,6606,1,1
The environment problems facing today's world are so great,0.4460067145,0.6447039464,0.6403596059,0.7618450928,0,0,1,0,0,0.7250092997,0.389,10,6607,1,1
The environment problems facing today's world are so great,0.704604589,0.7705560382,0.6650369959,0.791016968,0.6978983159,0,1,0,0,0.0139840244,0.312,14,6607,1,1
The environment problems facing today's world are so great,0.704604589,0.8728677895,0.7865299754,0.791016968,0.7146979235,0,1,0,0,0.0030503361,0.388,29,6607,1,1
The environment problems facing today's world are so great,0.7713351231,0.7421177763,0.7612658959,0.8300360444,0,0,1,0,0,0.9226941255,0,9,6608,1,0
The environment problems facing today's world are so great,0,0,0,0,0.6350681531,0,1,0,0,0.0068970098,0,16,6608,1,0
The environment problems facing today's world are so great,0.6603989512,0.7874346138,0.6592421991,0.7804794488,0.5402228639,0,0,0,0,0.3942153941,0,16,6608,1,0
The environment problems facing today's world are so great,0.7713351231,0.7874346138,0.7612658959,0.8300360444,0.6873341851,0,1,0,0,0.0053058731,0,46,6608,1,0
The environment problems facing today's world are so great,0.6125020581,0.7026485848,0.809930064,0.89173474,0.6576063793,0,1,0,0,0.3544997457,0,9,6609,1,0
The environment problems facing today's world are so great,0.6125020581,0.7026485848,0.809930064,0.89173474,0.6576063793,0,1,0,0,0.0691009352,0,11,6609,1,0
The environment problems facing today's world are so great,0.704604589,0.7705560382,0.8312939352,0.7775488411,0.7239161025,0,0,0,0,0.4332530908,0.13,14,6610,1,0
The environment problems facing today's world are so great,0.704604589,0.7705560382,0.8312939352,0.7775488411,0.7239161025,0,0,0,0,0.3625831758,0.122,16,6610,1,0
The environment problems facing today's world are so great,0.8870891747,0.8870891747,0.6447039464,0,0.569530082,0,1,0,0,0.8907851972,0,16,6611,1,0
The environment problems facing today's world are so great,0.8870891747,0.8870891747,0.6447039464,0,0.569530082,0,1,0,0,0.8907851972,0,16,6611,1,0
The environment problems facing today's world are so great,0.9236013761,0,0,0,0.6857523617,0,1,0,0,0.9411022005,0,15,6612,1,1
The environment problems facing today's world are so great,0,0,0,0,0.6131168702,0,1,0,0,0.0705589478,0.326,7,6612,1,1
The environment problems facing today's world are so great,0,0,0,0,0.5520790796,0,0,0,0,0.958544506,0,6,6612,1,1
The environment problems facing today's world are so great,0.8546437945,0,0,0,0.5698927599,0,0,0,0,0.8143614119,0,13,6612,1,1
The environment problems facing today's world are so great,0.9236013761,0,0,0,0,0,1,0,0,0.9486508003,0,2,6612,1,1
The environment problems facing today's world are so great,0.8344774323,0,0,0,0.6857523617,0,0,0,0,0.7769203971,0,12,6612,1,1
The environment problems facing today's world are so great,0.9236013761,0.8474574513,0.7490689955,0.7775488411,0.7205312009,0,1,0,0,0.7053782492,0.069,44,6612,1,1
The environment problems facing today's world are so great,0,0,0,0,0,0,0,0,0,0.5817365068,0.516,4,6613,1,1
The environment problems facing today's world are so great,0.8870891747,0.8870891747,0.6447039464,0,0,0,1,0,0,0.827558158,0,14,6613,1,1
The environment problems facing today's world are so great,0.8515042146,0,0,0,0,0,0,0,0,0.1878164828,0.429,11,6613,1,1
The environment problems facing today's world are so great,0.8870891747,0.8870891747,0.6447039464,0,0,0,1,0,0,0.0701149135,0.269,31,6613,1,1
The environment problems facing today's world are so great,0.7823357533,0.807840676,0.6231060399,0.8714709932,0,0,1,0,0,0.5139032493,0,9,6614,1,0
The environment problems facing today's world are so great,0,0.1827666866,0.7333916961,0,0.6184974216,0,1,0,0,0.7595969297,0,9,6614,1,0
The environment problems facing today's world are so great,0.7823357533,0.807840676,0.6231060399,0.8714709932,0.7313152367,0,1,0,0,0.2333218664,0,22,6614,1,0
The environment problems facing today's world are so great,0.7823357533,0.807840676,0.6231060399,0.8714709932,0.6108510204,0,0,0,0,0.3741944881,0,11,6615,1,0
The environment problems facing today's world are so great,0.9236013761,0,0,0,0,0,0,0,0,0.9823225138,0.407,10,6615,1,0
The environment problems facing today's world are so great,0.9236013761,0.807840676,0.6231060399,0.8714709932,0.6108510204,0,0,0,0,0.7805999319,0.211,22,6615,1,0
The environment problems facing today's world are so great,0.704604589,0.7705560382,0.6650369959,0.791016968,0.615372373,0,1,0,0,0.5555052312,0,12,6616,1,1
The environment problems facing today's world are so great,0.4296217832,0.4296217832,0.7373959996,0.6356847395,0.662404568,0,0,0,0,0.8561507726,0,10,6616,1,1
The environment problems facing today's world are so great,0.704604589,0.7705560382,0.7373959996,0.791016968,0.7272868086,0,1,0,0,0.6091668953,0,26,6616,1,1
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.5734131624,0.5778150494,0.7642698983,0.7559270158,0.5841699733,0,1,0,0,0.8035740758,0.091,23,6617,0,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.5734131624,0.5778150494,0.7642698983,0.7559270158,0.5926328778,0,1,0,0,0.7527261141,0.087,25,6617,0,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.7680759413,0.8895084527,0.7579371724,0.7267383901,0,0,1,0,0,0.9999842773,0.211,8,6618,1,1
Detailed description of crimes on newspaper and TV can have bad consequences on society,0,0,0,0,0,0,0,0,0,0.9782547158,0.453,5,6618,1,1
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.7680759413,0.8895084527,0.7579371724,0.7267383901,0,0,1,0,0,0.999996736,0.29,16,6618,1,1
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.9041799427,0.9041799427,0.6920183836,0,0.6509972576,0,1,0,0,0.0654632368,0.222,23,6619,1,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.9041799427,0.9041799427,0.6920183836,0,0,0,1,0,0,0.7163216407,0,4,6619,1,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.7306936708,0.8672640385,0.4875466852,0,0.6509972576,0,1,0,0,0.100480428,0.275,18,6619,1,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.9041799427,0.9041799427,0.6920183836,0,0.6509972576,0,1,0,0,0.0654632368,0.222,23,6619,1,0
Detailed description of crimes on newspaper and TV can have bad consequences on society,0.7212713089,0.785404718,0.7755791764,0.8141005482,0.5504292428,0,1,0,0,0.6117400247,0.207,14,6620,1,0
